CLUSTER_NM,SITE_ID,HOST_ID,GRAPH_ID,SERVER_IP,PORT_NO,SUBMIT_DATE,TOTAL_SUBMIT_COUNT,TOTAL_SUBMIT_CHR_COUNT,INS_TS,INS_BY,UPD_TS,UPD_BY
SOUTH,2,17,12,10.92.208.110,2806,16-02-2022,3270420,3270420,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,18,11,10.92.208.113,2810,16-02-2022,13673438,13851825,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,18,12,10.92.208.113,2811,16-02-2022,4389932,4641252,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,19,11,10.92.208.114,2815,16-02-2022,2428232,2436886,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,19,12,10.92.208.114,2816,16-02-2022,2365854,2422408,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,20,11,10.92.208.115,2820,16-02-2022,4124027,4262628,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,20,12,10.92.208.115,2821,16-02-2022,15697890,15783374,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,31,11,10.92.208.127,2875,16-02-2022,1639893,1639893,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,31,12,10.92.208.127,2876,16-02-2022,2256,2256,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,32,11,10.92.208.128,2880,16-02-2022,443122,443122,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,32,12,10.92.208.128,2881,16-02-2022,2256,2256,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,33,11,10.92.208.129,2885,16-02-2022,2309231,2309231,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,33,12,10.92.208.129,2886,16-02-2022,13818056,13818056,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,34,11,10.92.208.130,2890,16-02-2022,3452351,3452351,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,34,12,10.92.208.130,2891,16-02-2022,4191639,4218232,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,35,11,10.92.208.131,2895,16-02-2022,1558185,1558185,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,35,12,10.92.208.131,2896,16-02-2022,774064,774064,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,36,11,10.92.208.132,2900,16-02-2022,6177,6177,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,36,12,10.92.208.132,2901,16-02-2022,1546403,1546403,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
SOUTH,2,11,11,10.92.208.104,2775,16-02-2022,6814242,6814242,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD,09-MAR-22 12.37.30.941288000 PM,SKVS_DB_PRD
