CLUSTER_NM,SITE_ID,HOST_ID,GRAPH_ID,SERVER_IP,PORT_NO,SUBMIT_DATE,TOTAL_SUBMIT_COUNT,TOTAL_SUBMIT_CHR_COUNT,INS_TS,INS_BY,UPD_TS,UPD_BY
NORTH,1,20,12,10.222.197.166,2821,23-Feb-22,6985108,7667643,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,31,11,10.222.196.206,2875,23-Feb-22,1129,1129,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,31,12,10.222.196.206,2876,23-Feb-22,1128,1128,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,32,11,10.222.196.207,2880,23-Feb-22,1885510,1885510,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,32,12,10.222.196.207,2881,23-Feb-22,1128,1128,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,33,11,10.222.196.208,2885,23-Feb-22,1749630,1888202,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,33,12,10.222.196.208,2886,23-Feb-22,397681,397681,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,34,11,10.222.196.209,2890,23-Feb-22,805968,805968,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,34,12,10.222.196.209,2891,23-Feb-22,4849126,4849126,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,35,11,10.222.196.239,2895,23-Feb-22,1330510,1330510,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,35,12,10.222.196.239,2896,23-Feb-22,480496,480496,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,36,11,10.222.196.245,2900,23-Feb-22,564,564,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,36,12,10.222.196.245,2901,23-Feb-22,10138543,10138543,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD,09-MAR-22 03.40.18.587337000 PM,SKVN_DB_PRD
NORTH,1,11,11,10.222.196.189,2775,24-Feb-22,437043,437043,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,11,12,10.222.196.189,2776,24-Feb-22,321081,321081,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,12,11,10.222.196.190,2780,24-Feb-22,823230,823230,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,12,12,10.222.196.190,2781,24-Feb-22,340233,345803,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,13,11,10.222.196.191,2785,24-Feb-22,413418,413418,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,13,12,10.222.196.191,2786,24-Feb-22,338515,339802,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,14,11,10.222.196.192,2790,24-Feb-22,536175,536175,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,14,12,10.222.196.192,2791,24-Feb-22,592051,596101,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,15,11,10.222.197.161,2795,24-Feb-22,1701090,1701090,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,15,12,10.222.197.161,2796,24-Feb-22,2075838,2075838,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,16,11,10.222.197.162,2800,24-Feb-22,11224873,11446700,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,16,12,10.222.197.162,2801,24-Feb-22,6182717,6182717,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,17,11,10.222.197.163,2805,24-Feb-22,837555,837555,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,17,12,10.222.197.163,2806,24-Feb-22,7969912,7969912,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,18,11,10.222.197.164,2810,24-Feb-22,4379689,4541468,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,18,12,10.222.197.164,2811,24-Feb-22,6096055,6252203,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,19,11,10.222.197.165,2815,24-Feb-22,18466513,19006218,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,19,12,10.222.197.165,2816,24-Feb-22,5966808,6581315,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,20,11,10.222.197.166,2820,24-Feb-22,6987778,7555645,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,20,12,10.222.197.166,2821,24-Feb-22,5599106,6328716,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,31,11,10.222.196.206,2875,24-Feb-22,1128,1128,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,31,12,10.222.196.206,2876,24-Feb-22,1128,1128,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,32,11,10.222.196.207,2880,24-Feb-22,2253531,2253531,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,32,12,10.222.196.207,2881,24-Feb-22,1104,1104,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,33,11,10.222.196.208,2885,24-Feb-22,2175882,2309340,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,33,12,10.222.196.208,2886,24-Feb-22,377550,377550,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,34,11,10.222.196.209,2890,24-Feb-22,833290,833290,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,34,12,10.222.196.209,2891,24-Feb-22,4782452,4782452,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,35,11,10.222.196.239,2895,24-Feb-22,1644144,1644144,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,35,12,10.222.196.239,2896,24-Feb-22,431910,431910,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,36,11,10.222.196.245,2900,24-Feb-22,564,564,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,36,12,10.222.196.245,2901,24-Feb-22,11525900,11525900,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD,09-MAR-22 03.45.32.219690000 PM,SKVN_DB_PRD
NORTH,1,11,11,10.222.196.189,2775,27-Feb-22,436639,436639,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,11,12,10.222.196.189,2776,27-Feb-22,837109,837109,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,12,11,10.222.196.190,2780,27-Feb-22,829485,829485,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,12,12,10.222.196.190,2781,27-Feb-22,87340,93430,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,13,11,10.222.196.191,2785,27-Feb-22,80033,80033,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,13,12,10.222.196.191,2786,27-Feb-22,81693,81693,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,14,11,10.222.196.192,2790,27-Feb-22,280515,280515,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,14,12,10.222.196.192,2791,27-Feb-22,1175519,1177820,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,15,11,10.222.197.161,2795,27-Feb-22,1353596,1353596,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,15,12,10.222.197.161,2796,27-Feb-22,1928534,1928534,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,16,11,10.222.197.162,2800,27-Feb-22,7537367,7596271,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,16,12,10.222.197.162,2801,27-Feb-22,3739055,3739055,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,17,11,10.222.197.163,2805,27-Feb-22,799108,799108,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,17,12,10.222.197.163,2806,27-Feb-22,5472219,5472219,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,18,11,10.222.197.164,2810,27-Feb-22,3252697,3271055,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,18,12,10.222.197.164,2811,27-Feb-22,3845097,3991578,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,19,11,10.222.197.165,2815,27-Feb-22,13950258,14340445,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,19,12,10.222.197.165,2816,27-Feb-22,4169239,4641363,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,20,11,10.222.197.166,2820,27-Feb-22,5256303,5767494,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,20,12,10.222.197.166,2821,27-Feb-22,4842010,5271454,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,31,11,10.222.196.206,2875,27-Feb-22,1128,1128,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,31,12,10.222.196.206,2876,27-Feb-22,1128,1128,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,32,11,10.222.196.207,2880,27-Feb-22,1617197,1617197,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,32,12,10.222.196.207,2881,27-Feb-22,1128,1128,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,33,11,10.222.196.208,2885,27-Feb-22,575999,619554,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,33,12,10.222.196.208,2886,27-Feb-22,429646,429646,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,34,11,10.222.196.209,2890,27-Feb-22,2465568,2465568,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,34,12,10.222.196.209,2891,27-Feb-22,4760463,4760463,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,35,11,10.222.196.239,2895,27-Feb-22,513009,513009,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,35,12,10.222.196.239,2896,27-Feb-22,292174,292174,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,36,11,10.222.196.245,2900,27-Feb-22,564,564,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,36,12,10.222.196.245,2901,27-Feb-22,5880893,5880893,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD,09-MAR-22 03.59.49.516405000 PM,SKVN_DB_PRD
NORTH,1,11,11,10.222.196.189,2775,01-Mar-22,686732,686732,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,11,12,10.222.196.189,2776,01-Mar-22,87840,87840,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,12,11,10.222.196.190,2780,01-Mar-22,1030999,1030999,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,12,12,10.222.196.190,2781,01-Mar-22,351856,359125,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,13,11,10.222.196.191,2785,01-Mar-22,312265,312265,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,13,12,10.222.196.191,2786,01-Mar-22,304672,304672,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,14,11,10.222.196.192,2790,01-Mar-22,166864,166864,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,14,12,10.222.196.192,2791,01-Mar-22,511613,515777,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,15,11,10.222.197.161,2795,01-Mar-22,2108077,2108077,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,15,12,10.222.197.161,2796,01-Mar-22,1138140,1138140,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,16,11,10.222.197.162,2800,01-Mar-22,10893257,11063208,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,16,12,10.222.197.162,2801,01-Mar-22,2941759,2941759,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,17,11,10.222.197.163,2805,01-Mar-22,647311,647311,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,17,12,10.222.197.163,2806,01-Mar-22,5971795,5971795,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,18,11,10.222.197.164,2810,01-Mar-22,2804872,2880341,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,18,12,10.222.197.164,2811,01-Mar-22,2720892,2758063,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,19,11,10.222.197.165,2815,01-Mar-22,11119780,11189048,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,19,12,10.222.197.165,2816,01-Mar-22,3455615,3713404,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,20,11,10.222.197.166,2820,01-Mar-22,3968057,4214007,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,20,12,10.222.197.166,2821,01-Mar-22,4162121,4897862,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,31,11,10.222.196.206,2875,01-Mar-22,1128,1128,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,31,12,10.222.196.206,2876,01-Mar-22,564,564,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,32,11,10.222.196.207,2880,01-Mar-22,1610778,1610778,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,32,12,10.222.196.207,2881,01-Mar-22,1128,1128,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,33,11,10.222.196.208,2885,01-Mar-22,1007665,1116073,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,33,12,10.222.196.208,2886,01-Mar-22,102893,102893,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,34,11,10.222.196.209,2890,01-Mar-22,1533394,1533394,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,34,12,10.222.196.209,2891,01-Mar-22,8149387,8149387,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,35,11,10.222.196.239,2895,01-Mar-22,909971,909971,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,35,12,10.222.196.239,2896,01-Mar-22,400962,400962,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,36,11,10.222.196.245,2900,01-Mar-22,564,564,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,36,12,10.222.196.245,2901,01-Mar-22,7432490,7432490,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD,09-MAR-22 04.09.30.316406000 PM,SKVN_DB_PRD
NORTH,1,11,11,10.222.196.189,2775,03-Mar-22,119552,119552,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,11,12,10.222.196.189,2776,03-Mar-22,324096,324096,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,12,11,10.222.196.190,2780,03-Mar-22,273530,273530,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,12,12,10.222.196.190,2781,03-Mar-22,287451,294880,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,13,11,10.222.196.191,2785,03-Mar-22,243099,243099,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,13,12,10.222.196.191,2786,03-Mar-22,281592,281592,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,14,11,10.222.196.192,2790,03-Mar-22,1009228,1009228,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,14,12,10.222.196.192,2791,03-Mar-22,964413,969463,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,15,11,10.222.197.161,2795,03-Mar-22,2341167,2341167,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,15,12,10.222.197.161,2796,03-Mar-22,1348123,1348123,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD,09-MAR-22 04.22.04.204456000 PM,SKVN_DB_PRD
NORTH,1,11,11,10.222.196.189,2775,21-Feb-22,187229,187229,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,11,12,10.222.196.189,2776,21-Feb-22,15062,15062,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,12,11,10.222.196.190,2780,21-Feb-22,297221,297221,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,12,12,10.222.196.190,2781,21-Feb-22,297694,297928,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,13,11,10.222.196.191,2785,21-Feb-22,100346,100346,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,13,12,10.222.196.191,2786,21-Feb-22,296411,296411,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,14,11,10.222.196.192,2790,21-Feb-22,261217,261217,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,14,12,10.222.196.192,2791,21-Feb-22,2235029,2239382,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,15,11,10.222.197.161,2795,21-Feb-22,2536891,2536891,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,15,12,10.222.197.161,2796,21-Feb-22,2528938,2528938,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,16,11,10.222.197.162,2800,21-Feb-22,8049666,8161403,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,16,12,10.222.197.162,2801,21-Feb-22,6861525,6861525,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,17,11,10.222.197.163,2805,21-Feb-22,21716601,21750765,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,17,12,10.222.197.163,2806,21-Feb-22,6985140,6985140,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
NORTH,1,18,11,10.222.197.164,2810,21-Feb-22,3020197,3096934,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD,09-MAR-22 03.28.42.306572000 PM,SKVN_DB_PRD
